reno	rvno	review	score
366	4103	깨끗해요	3
367	3808	시설도 깨끗하고 위치도 좋아요.	5
368	227	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
369	4449	체크인이 불편한것 빼고는 만족했습니다	3
370	1000	방이 깔끔해서 마음에 듭니다	5
371	3117	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
372	2951	잘 쉬다 가용	5
373	4075	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
374	2401	청결상태에 조금 더 신경 써주시길 바랍니다.	3
375	478	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
376	2254	프론트 직원이 너무 친절하지 않아요.	2
377	4797	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
378	3664	건물 복잡해요	1
379	3649	담에는 다른곳 이용하려구요	1
380	1740	체크인 키오스크로 하니까 금방입니다.	5
381	3289	방이랑 수영장 모두 좋았어요!!	5
382	37	친절합니다. 	4
383	4413	"최고!최고!입니다!
잘쉬고가요~~~~"	5
384	2430	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
385	3635	예약방식이 너무 어렵습니다.	1
386	330	방이 깔끔해서 마음에 듭니다	5
387	2272	체크인 키오스크로 하니까 금방입니다.	5
388	1004	좋은데, 조금 마음에 안 드네요	4
389	2712	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
390	2654	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
391	4857	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
392	2446	뭐라 할 건 없는데 조금 그렇네요	4
393	3386	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
394	1605	프론트 직원이 너무 친절하지 않아요.	2
395	696	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
396	2633	뭐라 할 건 없는데 조금 그렇네요	4
397	1355	건물 복잡해요	1
398	3971	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
399	21	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
400	4850	청결상태에 조금 더 신경 써주시길 바랍니다.	3
401	2985	예약확인이 안되네요	1
402	3441	친절합니다. 	4
403	67	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
404	2323	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
405	1727	예약방식이 너무 어렵습니다.	1
406	3272	잘 쉬다갑니당!	5
407	1950	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
408	2411	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
409	246	최고네요!!	5
410	4997	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
411	456	최고입니다.123	5
412	3557	잘 쉬다 갑니다.	5
413	1467	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
414	690	다만 방음이 좀 안되는게 아쉬웠어요	4
415	3112	잘 쉬다 가용	5
416	2046	직원분들도 엄청 친절하세요	5
417	2250	그냥 평범했어요	3
418	717	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
419	2320	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
420	3619	시설이 깔끔했어요	5
421	1032	예약방식이 너무 어렵습니다.	1
422	4827	오션뷰 진짜 너무 좋아요!!	5
423	2916	체크인 키오스크로 하니까 금방입니다.	5
424	1712	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
425	3639	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
426	3000	잘 쉬다갑니당!	5
427	4401	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
428	3063	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
429	3871	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
430	4443	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
431	4815	청결상태에 조금 더 신경 써주시길 바랍니다.	3
432	3996	건물 복잡해요	1
433	4504	예약방식이 너무 어렵습니다.	1
434	1654	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
435	3588	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
436	2962	방이 깔끔해서 마음에 듭니다	5
437	3197	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
438	1436	편하게 잘 다녀 왔습니다^^	5
439	249	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
440	4007	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
441	1878	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
442	4118	시설도 깨끗하고 위치도 좋아요.	5
443	3706	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
444	4582	다만 방음이 좀 안되는게 아쉬웠어요	4
445	3584	예약확인이 안되네요	1
446	1924	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
447	4256	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
448	1141	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
449	293	직원들이 친절하지가 않네요.	2
450	3101	재방문의사있습니다.	5
451	2944	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
452	1671	직원분들도 엄청 친절하세요	5
453	1033	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
454	3909	가족들고 즐거운 시간 ^^	5
455	1740	좋은 추억 가지고 갑니다.	4
456	3737	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
457	221	건물 복잡해요	1
458	851	바로앞에 강문해변있어서 산책하기좋아요.	5
459	2808	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
460	500	친절합니다. 	4
461	4396	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
462	901	예약확인이 안되네요	1
463	1442	체크인이 불편한것 빼고는 만족했습니다	3
464	2367	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
465	2591	오션뷰 진짜 너무 좋아요!!	5
466	1321	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
467	2038	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
468	584	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
469	2686	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
470	2965	시설도 깨끗하고 위치도 좋아요.	5
471	4440	직원들이 친절하지가 않네요.	3
472	1184	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
473	2849	청결상태에 조금 더 신경 써주시길 바랍니다.	3
474	437	예약확인이 안되네요	1
475	2014	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
476	587	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
477	4850	사진이랑 다르게 생각보다 좋았어요~	4
478	2619	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
479	453	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
480	3366	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
481	1643	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
482	1103	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
483	3	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
484	2495	전화를 잘 받아주세요.	2
485	2486	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
486	2212	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
487	2270	시설도 깨끗하고 위치도 좋아요.	5
488	3039	방이 깔끔해서 마음에 듭니다	5
489	3819	뭐라 할 건 없는데 조금 그렇네요	4
490	378	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
491	4643	직원분이 푹신하고 침대가 친절해요	5
492	4011	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
493	4508	좋은데, 조금 마음에 안 드네요	4
494	767	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
495	1332	좋은 추억 가지고 갑니다.	4
496	1844	깨끗해요	3
497	2125	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
498	2948	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
499	4239	잘 쉬다 갑니다.	5
500	3851	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
501	1075	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
502	679	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
503	4172	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
504	4555	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
505	3866	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
506	4357	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
507	2794	직원분이 푹신하고 침대가 친절해요	5
508	4537	다시는 안갑니다.	1
509	1703	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
510	4361	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
511	1499	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
512	2163	아주 좋습니다.	5
513	35	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
514	3440	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
515	2604	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
516	2443	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
517	4156	다만 방음이 좀 안되는게 아쉬웠어요	4
518	2123	다시는 안갑니다.	1
519	3925	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
520	1863	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
521	4180	아주 좋습니다.	5
522	3336	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
523	4682	잘 쉬다 가용	5
524	3710	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
525	226	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
526	3132	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
527	4677	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
528	3043	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
529	4812	적당합니다.	3
530	2770	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
531	3953	잘 쉬다 갑니다.	5
532	4727	글쎄요, 좋은 거 같은데 이 정도면..	3
533	2325	시설이 깔끔했어요	5
534	3910	글쎄요, 좋은 거 같은데 이 정도면..	3
535	2569	서울타워 야경맛집	5
536	4706	뭐라 할 건 없는데 조금 그렇네요	4
537	3653	사진이랑 다르게 생각보다 좋았어요~	4
538	1498	직원분들도 엄청 친절하세요	5
539	3975	좋은 추억 가지고 갑니다.	4
540	1415	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
541	3957	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
542	2957	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
543	2969	깨끗해요	3
544	3820	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
545	1850	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
546	398	아주 좋습니다.	5
547	4612	바로앞에 강문해변있어서 산책하기좋아요.	5
548	761	건물 복잡해요	1
549	4407	체크인이 불편한것 빼고는 만족했습니다	3
550	675	다만 방음이 좀 안되는게 아쉬웠어요	4
551	752	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
552	2086	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
553	3716	전화를 잘 받아주세요.	2
554	100	건물 복잡해요	1
555	4054	좋은 추억 가지고 갑니다.	4
556	4183	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
557	4738	잘 쉬다갑니당!	5
558	2256	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
559	4814	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
560	3834	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
561	2707	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
