j_no	s_no	j_title	j_content	j_salary	j_start	j_end	j_day	j_people	j_state	j_regdate
64	64	라온스터디카페 평일 알바 모집	라온스터디카페은 부산 지역의 스터디카페 매장입니다. 퇴실 좌석을 닦고 콘센트 조명 책상 상태를 점검해 다음 이용자가 바로 사용할 수 있게 합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13800	19:00:00	00:00:00	평일	1	1	2026-09-05
65	65	더클래스스터디 주말 알바 모집	더클래스스터디은 부산 지역의 스터디카페 매장입니다. 좌석 이용 상태를 확인하고 무인 결제기 문의와 사물함 이용 안내를 차분히 처리합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	14100	20:00:00	02:00:00	주말	2	1	2026-08-09
66	66	달콤카페 월,화,수 알바 모집	달콤카페은 천안 지역의 카페 매장입니다. 매장 테이블을 빠르게 정리하고 반납대 컵 분류와 베이커리 진열 상태 확인을 맡습니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	12300	20:00:00	04:00:00	월,화,수	3	1	2026-07-01
67	67	루프탑커피 목,금,토 알바 모집	루프탑커피은 천안 지역의 카페 매장입니다. 디저트 쇼케이스 정리와 테이크아웃 포장 주문 접수를 담당하고 퇴근 전 커피 머신 주변을 닦습니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	12600	21:00:00	01:00:00	목,금,토	4	1	2026-08-16
68	68	하루커피 평일 알바 모집	하루커피은 천안 지역의 카페 매장입니다. 쿠폰 적립 안내와 키오스크 주문 확인을 보조하고 음료 라벨이 맞는지 한 번 더 확인합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	12900	22:00:00	03:00:00	평일	1	1	2026-07-15
69	69	블루머그 주말 알바 모집	블루머그은 천안 지역의 카페 매장입니다. 오전에는 원두와 우유 재고를 확인하고 피크 시간에는 음료 전달과 픽업대 정리를 함께 진행합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	13200	09:00:00	15:00:00	주말	2	1	2026-08-07
70	70	굿데이편의점 화,목,토 알바 모집	굿데이편의점은 천안 지역의 편의점 매장입니다. 계산대 응대와 담배 재고 확인을 맡고 도시락 삼각김밥 유통기한을 시간대별로 점검합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	13700	11:00:00	18:00:00	화,목,토	3	0	2026-08-24
71	71	모닝스토어 월,화,수 알바 모집	모닝스토어은 천안 지역의 편의점 매장입니다. 행사 상품 가격표를 확인하고 손님 문의가 많은 생활용품 위치를 안내합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	14000	12:00:00	20:00:00	월,화,수	4	1	2026-08-12
72	72	이지편의점 목,금,토 알바 모집	이지편의점은 천안 지역의 편의점 매장입니다. 택배 접수와 보관함 정리 컵라면 온수대 청결 관리까지 매장 기본 업무를 담당합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	14300	13:00:00	17:00:00	목,금,토	1	1	2026-06-26
73	73	오늘편의점 평일 알바 모집	오늘편의점은 천안 지역의 편의점 매장입니다. 입고된 박스를 정리하고 과자 음료 즉석식품 진열대를 보기 좋게 채웁니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	10100	18:00:00	23:00:00	평일	2	1	2026-08-26
74	74	우리식탁 월,수,금 알바 모집	우리식탁은 천안 지역의 음식점 매장입니다. 포장 주문 확인과 배달 기사 전달을 보조하고 홀 바닥과 셀프 코너를 수시로 정리합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	10600	20:00:00	02:00:00	월,수,금	3	1	2026-07-25
75	75	미소덮밥 화,목,토 알바 모집	미소덮밥은 천안 지역의 음식점 매장입니다. 홀 좌석 안내와 주문 확인을 맡고 음식이 나오면 테이블 번호에 맞춰 정확히 전달합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10900	21:00:00	04:00:00	화,목,토	4	1	2026-08-02
76	76	달빛식당 월,화,수 알바 모집	달빛식당은 천안 지역의 음식점 매장입니다. 손님 퇴장 후 테이블을 빠르게 치우고 다음 손님을 위해 수저와 물컵을 준비합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	11200	22:00:00	06:00:00	월,화,수	1	1	2026-08-26
77	77	온기밥상 목,금,토 알바 모집	온기밥상은 천안 지역의 음식점 매장입니다. 반찬 리필과 식기 정리 테이블 세팅을 담당하며 점심 피크 전 매장 준비를 돕습니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	11500	09:00:00	13:00:00	목,금,토	2	0	2026-07-13
78	78	치킨웨이 주말 알바 모집	치킨웨이은 천안 지역의 패스트푸드 매장입니다. 피크 시간에는 음료 컵 뚜껑 포장백 준비 등 빠른 출고 보조를 담당합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	12000	11:00:00	16:00:00	주말	3	1	2026-07-17
79	79	하루패스트푸드 월,수,금 알바 모집	하루패스트푸드은 천안 지역의 패스트푸드 매장입니다. 드라이브스루 또는 배달 포장 순서를 확인하고 빠지는 메뉴가 없도록 체크합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12300	12:00:00	18:00:00	월,수,금	4	1	2026-09-02
80	80	스마일베이커리 월,화,수 알바 모집	스마일베이커리은 천안 지역의 베이커리 매장입니다. 오전에는 빵 진열과 집게 트레이 정리를 맡고 오후에는 포장과 계산 보조를 담당합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	12800	18:00:00	01:00:00	월,화,수	1	1	2026-07-02
81	81	고소한빵집 목,금,토 알바 모집	고소한빵집은 천안 지역의 베이커리 매장입니다. 시식대와 계산대 주변을 정돈하고 품절된 빵 이름표를 빠르게 정리합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	13100	19:00:00	03:00:00	목,금,토	2	1	2026-08-27
82	82	에이스PC존 주말 알바 모집	에이스PC존은 천안 지역의 PC방 매장입니다. 회원 문의와 시간 충전 안내를 맡고 라면 음료 스낵 재고를 확인합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	13600	21:00:00	01:00:00	주말	3	1	2026-08-30
83	83	플레이온PC 월,수,금 알바 모집	플레이온PC은 천안 지역의 PC방 매장입니다. PC 오류 요청이 들어오면 기본 확인 후 관리자에게 전달하고 빈 좌석을 빠르게 정리합니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13900	22:00:00	03:00:00	월,수,금	4	1	2026-08-25
84	84	블루넷PC방 화,목,토 알바 모집	블루넷PC방은 천안 지역의 PC방 매장입니다. 야간에는 좌석 상태를 순회 점검하고 프린터 이용과 충전 문의를 차분히 처리합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	14200	09:00:00	15:00:00	화,목,토	1	0	2026-07-08
85	85	게임스테이션 월,화,수 알바 모집	게임스테이션은 천안 지역의 PC방 매장입니다. 좌석 이용 후 키보드 마우스 헤드셋을 정리하고 간단한 조리 메뉴 주문을 준비합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10000	10:00:00	17:00:00	월,화,수	2	1	2026-07-02
86	86	무비라운지 평일 알바 모집	무비라운지은 천안 지역의 영화관 매장입니다. 상영관 청소와 3D 안경 회수 정리를 맡아 다음 회차 입장이 늦어지지 않게 준비합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10500	12:00:00	20:00:00	평일	3	1	2026-08-31
87	87	별빛시네마 주말 알바 모집	별빛시네마은 천안 지역의 영화관 매장입니다. 매점에서 팝콘 음료 세트 포장을 보조하고 대기 줄이 길어지면 주문 안내를 돕습니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10800	13:00:00	17:00:00	주말	4	1	2026-08-18
88	88	하이클래스학원 화,목,토 알바 모집	하이클래스학원은 천안 지역의 학원 매장입니다. 상담 예약표를 정리하고 강의 종료 후 교실 전등 냉난방 상태를 확인합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11300	19:00:00	00:00:00	화,목,토	1	1	2026-08-31
89	89	해법스터디 월,화,수 알바 모집	해법스터디은 천안 지역의 학원 매장입니다. 프린트물 복사와 시험지 분류를 보조하며 자습실 이용 학생을 조용히 안내합니다. 손님 응대가 부담스럽지 않도록 기본 멘트와 처리 순서가 정해져 있어 처음 근무하는 분도 지원하기 좋습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11600	20:00:00	02:00:00	월,화,수	2	1	2026-07-01
90	90	라온아카데미 목,금,토 알바 모집	라온아카데미은 천안 지역의 학원 매장입니다. 학생 출결 확인과 교재 배부를 맡고 수업 전 강의실 책상과 칠판 상태를 정리합니다. 매장 분위기가 밝고 동료와 함께 움직이는 일이 많아 기본적인 소통과 책임감이 중요합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	11900	21:00:00	04:00:00	목,금,토	3	1	2026-06-26
91	91	그린마트 주말 알바 모집	그린마트은 천안 지역의 마트 매장입니다. 유통기한이 가까운 상품을 분류하고 매대 앞쪽으로 상품을 보기 좋게 당겨 놓습니다. 혼자 모든 일을 처리하기보다 상황에 맞게 직원과 나누어 진행하므로 차분하게 배우면 충분히 가능합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	12400	09:00:00	17:00:00	주말	4	0	2026-07-29
92	92	해피마트 월,수,금 알바 모집	해피마트은 천안 지역의 마트 매장입니다. 농산 코너와 냉장 코너 상태를 점검하고 손님이 찾는 상품 위치를 안내합니다. 초보자도 매뉴얼을 보며 바로 적응할 수 있도록 담당자가 근무 초반에 업무 흐름을 안내합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	12700	10:00:00	14:00:00	월,수,금	1	1	2026-07-14
